CohortMonth,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2009-12,100.0,35.287958115183244,33.403141361256544,42.51308900523561,38.010471204188484,35.916230366492144,37.696335078534034,34.24083769633508,33.61256544502618,36.2303664921466,42.19895287958116,49.52879581151832,37.59162303664921,28.272251308900525,24.397905759162303,30.261780104712045,26.282722513089006,30.261780104712045,28.272251308900525,25.968586387434556,25.54973821989529,31.518324607329845,30.471204188481675,40.73298429319372,19.68586387434555
2010-01,100.0,20.626631853785902,31.070496083550914,30.548302872062667,26.370757180156655,30.026109660574413,25.848563968668408,22.97650130548303,27.93733681462141,31.853785900783286,30.287206266318538,17.232375979112273,22.193211488250654,17.75456919060052,18.79895561357702,15.143603133159269,23.49869451697128,19.843342036553523,18.5378590078329,19.5822454308094,24.281984334203656,19.321148825065272,24.54308093994778,5.7441253263707575,
2010-02,100.0,23.670212765957448,22.340425531914892,28.98936170212766,24.46808510638298,19.9468085106383,19.148936170212767,28.45744680851064,25.265957446808514,27.393617021276594,11.436170212765957,12.5,15.159574468085108,17.287234042553195,12.23404255319149,19.9468085106383,15.957446808510639,16.22340425531915,14.361702127659576,22.872340425531913,22.872340425531913,16.22340425531915,5.851063829787234,,
2010-03,100.0,18.961625282167045,23.024830699774267,24.153498871331827,23.25056433408578,20.31602708803612,24.604966139954854,30.248306997742663,27.539503386004515,10.835214446952596,11.512415349887133,14.221218961625281,20.090293453724605,16.252821670428894,20.090293453724605,16.93002257336343,17.381489841986454,15.575620767494355,17.607223476297968,20.090293453724605,21.21896162528217,7.900677200902935,,,
2010-04,100.0,19.387755102040817,19.387755102040817,16.3265306122449,18.367346938775512,22.448979591836736,27.55102040816326,26.190476190476193,10.54421768707483,10.884353741496598,7.482993197278912,13.945578231292515,13.945578231292515,15.646258503401361,15.646258503401361,15.646258503401361,13.945578231292515,14.965986394557824,18.027210884353742,22.448979591836736,5.782312925170068,,,,
2010-05,100.0,15.748031496062993,16.92913385826772,17.322834645669293,17.716535433070867,25.590551181102363,21.25984251968504,12.598425196850393,5.905511811023622,8.267716535433072,11.41732283464567,13.385826771653544,15.354330708661418,15.354330708661418,9.84251968503937,12.598425196850393,13.779527559055119,16.535433070866144,15.354330708661418,4.724409448818897,,,,,
2010-06,100.0,17.40740740740741,18.88888888888889,20.37037037037037,22.962962962962962,28.51851851851852,12.592592592592592,8.88888888888889,8.148148148148149,11.851851851851853,10.74074074074074,13.703703703703704,14.814814814814813,12.222222222222221,11.11111111111111,12.222222222222221,13.333333333333334,20.37037037037037,5.185185185185185,,,,,,
2010-07,100.0,15.591397849462366,18.27956989247312,29.56989247311828,29.03225806451613,13.978494623655912,11.29032258064516,14.516129032258066,14.516129032258066,11.29032258064516,13.440860215053762,14.516129032258066,13.440860215053762,13.440860215053762,19.35483870967742,17.20430107526882,23.655913978494624,8.064516129032258,,,,,,,
2010-08,100.0,20.37037037037037,29.629629629629626,32.098765432098766,17.28395061728395,11.728395061728394,9.876543209876543,12.345679012345679,13.580246913580247,12.962962962962962,12.962962962962962,12.345679012345679,15.432098765432098,18.51851851851852,17.901234567901234,19.753086419753085,6.790123456790123,,,,,,,,
2010-09,100.0,22.633744855967077,23.456790123456788,12.345679012345679,9.053497942386832,10.2880658436214,13.580246913580247,9.876543209876543,12.757201646090536,13.168724279835391,11.522633744855968,9.876543209876543,21.810699588477366,16.46090534979424,16.049382716049383,5.349794238683128,,,,,,,,,
