CohortMonth,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2009-12,100.0,57.75006074946071,43.296245182233825,55.400277754039806,44.75486398389967,44.632753507912845,44.17871374302545,45.766056295704836,48.54208390086841,57.28415258309896,67.38214454659892,83.6151556740684,50.245629136835646,45.15904595790155,31.4647268858013,37.50912156316391,23.858443932172396,41.87384211542519,40.96284819162948,37.19727116158397,40.06317095345205,55.03354852299989,60.7092780626115,65.34455445257738,23.908298650654586
2010-01,100.0,24.202673710577894,31.63389873835019,35.63488791947037,36.335588299510086,37.74247830211136,32.27621212789716,29.80162658510802,37.534163969584284,46.27802693032811,47.555638504661054,24.625876802040814,26.402499136276198,21.496449831467775,30.00701688096038,19.222797135842136,30.970688730019543,25.326068734939,29.66777896152633,26.474246677358465,36.67812274436722,37.11467334931348,36.263474477825255,5.467874083977999,
2010-02,100.0,19.555660361865268,32.231257024423556,31.38190974531701,25.88197569005804,23.3230521157274,23.625435898746648,30.116103771780995,31.1307750530744,32.20312130895577,14.505968491276164,11.181792361673757,16.37209207241644,20.301719560848934,12.200354777637244,22.370605388992207,17.65427429383451,19.67624957856848,15.00385806503593,26.73390487642939,27.043067639710095,22.684619544233946,6.569061769207505,,
2010-03,100.0,21.23850569741876,22.086253327445743,27.545555055234665,21.40013841434709,23.848738285882135,27.917380334196178,34.641817189340536,32.56706663533364,9.036777083934416,10.535244572885397,12.851880545975094,18.620808932975503,17.903505037407115,20.202355945876544,13.558910524262243,18.16446936854835,21.333272549547853,20.24235846337059,24.47805628553199,26.570058138714376,7.369289564299267,,,
2010-04,100.0,15.18609086104341,16.560867346297044,24.222169970213166,17.884929750818355,24.76077571813677,28.250285914511725,26.290889223443735,8.290770429210196,14.212922898961383,5.229247803395077,13.6436891295736,17.24508897661536,18.198484724105306,13.476844471397891,18.066476824972792,14.365990580587784,15.579096821171087,25.831750556959626,24.048098837188576,3.977232870279119,,,,
2010-05,100.0,12.29508456564354,12.739575786455095,11.489910117217974,15.271939411883997,28.235821364073132,20.959271380390014,8.179254365184567,5.325308247755375,6.5559262341118725,8.3907443296461,11.956709679891144,15.770485112691546,16.394294462685515,9.342440112336947,13.32554337749745,20.079002144155,15.931670354985226,14.378219957352393,3.0956152922370137,,,,,
2010-06,100.0,12.23919137000631,17.205242560610774,19.673345728118328,26.658453671718497,36.862502132865544,12.149328670077827,13.178270320065662,18.200684104222418,21.768918555518148,9.506712078261133,22.84695808350699,30.784979986929617,12.29220395292098,34.94895926844925,14.281919496573527,29.279215068851492,21.24820938497468,3.3938278610388117,,,,,,
2010-07,100.0,11.171968742525582,18.242556562397358,33.216030082221096,38.187071813707696,11.994845941212018,12.119033707251328,13.947205542078933,13.82888071778397,13.25295329034287,12.248458146257747,16.856037464197744,16.367641092026204,19.069897591730054,20.894871458333476,20.821158290765936,30.10174202656579,9.571652143671388,,,,,,,
2010-08,100.0,22.7452017941655,37.96211218314862,38.57988272975588,23.43258609406346,8.949133990402764,8.742073049108768,12.000534095573435,16.24380803550087,16.20619056332247,11.938832869296592,11.527348495713223,18.454765896349194,30.167415884068287,32.121364976847616,32.53073934322729,9.264431707473875,,,,,,,,
2010-09,100.0,18.56189773450458,20.153782841164766,7.636206585521073,16.4236203328339,5.178838087984005,16.33174274274776,6.801935768369254,18.44961890969588,9.224684178613844,12.492508481201046,16.222445492310545,64.42392412770157,15.939314939441465,27.869082577082466,3.435456431431306,,,,,,,,,
2010-10,100.0,25.119537022458466,10.161822240533347,13.102148268603015,6.900877636676219,6.03594695586966,9.491173462368096,8.6491070961581,12.003171425090736,10.525486828810786,7.375252790744508,11.350588478123477,26.904027687195235,30.40565752527692,5.696658015542661,,,,,,,,,,
2010-11,100.0,16.22139042081252,9.34323996095575,6.3143148728351335,6.385036856516966,6.972667123375939,10.272923666732632,7.329934736371663,6.301080311239657,7.247485842984871,9.645301294725558,13.014818054931098,26.25943503301856,4.136800137340532,,,,,,,,,,,
2010-12,100.0,8.410926220594044,25.64992622315637,5.28382030442694,22.499539695455926,3.89972206024627,2.6725849202401126,17.749416429010424,2.1971626205622705,1.8332749487808244,5.9392646914019505,31.330907903584592,1.7154077017094778,,,,,,,,,,,,
2011-01,100.0,7.4184178019389275,7.821499553725303,52.004030817517865,15.874154072654543,12.668718757332286,10.036857455813696,10.896039415232766,8.831051129206644,22.463121910613793,20.5340990419341,7.117482059599976,,,,,,,,,,,,,
2011-02,100.0,19.443115918316163,37.532683649731055,24.310182195471683,21.11962181476008,12.643108961670254,18.23746510807287,23.078375311962088,21.801235811531644,28.17938169148099,6.406453021358276,,,,,,,,,,,,,,
2011-03,100.0,20.060587452141235,26.118999345537574,21.509571112374594,21.337462237005138,13.876154683893366,19.996807813037844,23.942748319134083,28.024081140520966,8.11318033484631,,,,,,,,,,,,,,,
2011-04,100.0,32.49548059962044,18.77040180371965,17.586875081996663,14.039118401109532,27.242582816323342,14.890131167883158,27.73569460999285,9.553040004147602,,,,,,,,,,,,,,,,
2011-05,100.0,17.7749690027981,19.75722407143497,12.314840293517197,20.144734447596733,19.979727934985792,27.06135450468161,329.65797764764227,,,,,,,,,,,,,,,,,
2011-06,100.0,12.167209179541292,9.366292822879153,12.982297828276549,11.645322332996328,17.478906657278376,2.939957814503148,,,,,,,,,,,,,,,,,,
2011-07,100.0,17.425284496359623,26.165393228533844,27.755805223742325,33.48364984030348,10.283269257407248,,,,,,,,,,,,,,,,,,,
2011-08,100.0,41.47937296645172,69.75104779342716,88.9214056579178,31.040334351510495,,,,,,,,,,,,,,,,,,,,
2011-09,100.0,21.000388305519984,32.48694902346297,10.6225264715332,,,,,,,,,,,,,,,,,,,,,
2011-10,100.0,31.020812979602752,10.188251185236695,,,,,,,,,,,,,,,,,,,,,,
2011-11,100.0,15.905697342733887,,,,,,,,,,,,,,,,,,,,,,,
2011-12,100.0,,,,,,,,,,,,,,,,,,,,,,,,
